"country","localities","which","west","south","east","north"
"Antarctica","Scotia Sea","red",-40.25,-57.75,-39.75,-57.25
"Antarctica","Scotia Sea","green",-44.9,-60.9999999999999,-44.4,-60.4999999999999
"Antarctica","South Georgia","red",-37,-54.5,-36.5,-54
"Antarctica","South Georgia","green",-63.8333299999999,-65.1166699999999,-63.3333299999999,-64.6166699999999
"","Not given","red",NA,NA,NA,NA
"","Not given","green",-81.86313,38.5954100000001,-81.59313,38.8654100000001
"Australia","Off Albany and Esperance, Western Australia","red",NA,NA,NA,NA
"Australia","Off Albany and Esperance, Western Australia","green",115.508943,-32.753061,115.760943,-32.501061
"USA","North-central Californian waters","red",NA,NA,NA,NA
"USA","North-central Californian waters","green",-120.890107485226,37.5107634090216,-120.638107485226,37.7627634090216
"USA","Off New England","red",-68.06059,45.94774,-67.56059,46.44774
"USA","Off New England","green",-80.3156399999999,39.3164700000001,-80.0256399999999,39.6064700000001
"NA","Central and South American continentals shelves","red",NA,NA,NA,NA
"NA","Central and South American continentals shelves","green",-84.4009399999999,40.9623900000001,-84.1309399999999,41.2323900000001
"USA","San Francisco Bay","red",-123.533746,36.892976,-121.208178,38.8642449987091
"USA","San Francisco Bay","green",-142.28025,17.7082600000001,-102.28025,57.7082600000001
"USA","US Pacific coast.","red",172.92979,52.58299,173.42979,53.08299
"USA","US Pacific coast.","green",-122.19134,37.8097200000001,-121.93134,38.0697200000001
"NA","South American continentals shelf","red",NA,NA,NA,NA
"NA","South American continentals shelf","green",-84.4009399999999,40.9623900000001,-84.1309399999999,41.2323900000001
"New Zealand","insular shelves","red",NA,NA,NA,NA
"New Zealand","insular shelves","green",164.4834325,-50.147233564,179.9,-34.427233564
"New Zealand","Kaikoura and Nelson","red",NA,NA,NA,NA
"New Zealand","Kaikoura and Nelson","green",173.227722926,-42.8459143859999,174.121722926,-41.9519143859999
"NA","continental shelves","red",NA,NA,NA,NA
"NA","continental shelves","green",14.2412400000001,40.4971300000001,14.5012400000001,40.7571300000001
"NA","South American continental shelf","red",NA,NA,NA,NA
"NA","South American continental shelf","green",-84.4009399999999,40.9623900000001,-84.1309399999999,41.2323900000001
"South Africa","False Bay, Western Cape","red",18.41443,-34.42286,18.91443,-33.92286
"South Africa","False Bay, Western Cape","green",-1.33556999999996,-54.17286,38.66443,-14.17286
"NA","Gulf of Mexico","red",-97.8910827636719,18.0608062744141,-80.3720550537109,30.7750549316406
"NA","Gulf of Mexico","green",-99.42445,19.28427,-99.16445,19.54427
"","Atlantic South American continental shelf","red",NA,NA,NA,NA
"","Atlantic South American continental shelf","green",-74.56607,39.2264900000001,-74.30607,39.4864900000001
"Uruguay","coastal area (April 1974)","red",NA,NA,NA,NA
"Uruguay","coastal area (April 1974)","green",7.20907000000007,46.1350276590001,7.53907000000007,46.4650276590001
"Brazil","Rio Grande do Sul (1980 - 1984)","red",NA,NA,NA,NA
"Brazil","Rio Grande do Sul (1980 - 1984)","green",-52.3147994873207,-32.3378247403473,-52.0627994873207,-32.0858247403473
"Brazil","Rio Grande do Sul (Jan 1988-Nov 1992)","red",NA,NA,NA,NA
"Brazil","Rio Grande do Sul (Jan 1988-Nov 1992)","green",-56.981172358,-33.348003376,-49.671172358,-26.038003376
"NA","Pacific South American continental shelf","red",NA,NA,NA,NA
"NA","Pacific South American continental shelf","green",-121.418629590398,37.8688536017334,-121.166629590398,38.1208536017334
"Mexico","Campeche Bank , (April 1996-May 1999)","red",NA,NA,NA,NA
"Mexico","Campeche Bank , (April 1996-May 1999)","green",-90.93102,19.45149,-90.14302,20.23949
"USA","eastern Gulf of Mexico","red",NA,NA,NA,NA
"USA","eastern Gulf of Mexico","green",-109.93674,9.18690000000004,-69.93674,49.1869
"Mexico","Campeche Bank, southern Gulf of Mexico (April 1996- August 1999)","red",NA,NA,NA,NA
"Mexico","Campeche Bank, southern Gulf of Mexico (April 1996- August 1999)","green",-91.0157,17.8846,-90.7457,18.1546
"USA","northeastern Gulf of Mexico, 1991-94","red",NA,NA,NA,NA
"USA","northeastern Gulf of Mexico, 1991-94","green",-92.0592499999999,39.00063,-91.7152499999999,39.34463
"USA","Southern Florida","red",-82.19619,27.78141,-81.69619,28.28141
"USA","Southern Florida","green",-87.2946624399952,30.4786611631896,-87.0426624399951,30.7306611631896
"Galapagos Is.","Galapagos Islands","red",NA,NA,NA,NA
"Galapagos Is.","Galapagos Islands","green",-105.5,-14.9999999999999,-75.4999999999999,15.0000000000001
"Jamaica","Carribean","red",NA,NA,NA,NA
"Jamaica","Carribean","green",-97.18522,-2.32801999999992,-57.18522,37.6719800000001
"Brazil","Off Brazil.","red",-43.42847,-23.20367,-42.92847,-22.70367
"Brazil","Off Brazil.","green",-48.07609,-15.92529,-47.78209,-15.63129
"Russia","Kamchatka","red",155.551177167,50.8639169090001,174.512376743692,64.9342538519337
"Russia","Kamchatka","green",57.9816700000001,63.5816700000001,58.2516700000001,63.8516700000001
"Russia","SE Sakhalin","red",154.95833,49.81111,155.45833,50.31111
"Russia","SE Sakhalin","green",40.24444,46.4472200000001,40.51444,46.7172200000001
"Russia","East Kamchatka","red",155.551177167,50.8639169090001,174.512376743692,64.9342538519337
"Russia","East Kamchatka","green",57.9816700000001,63.5816700000001,58.2516700000001,63.8516700000001
"Russia","West Kamchatka","red",NA,NA,NA,NA
"Russia","West Kamchatka","green",57.9816700000001,63.5816700000001,58.2516700000001,63.8516700000001
"","Arctic Seas","red",NA,NA,NA,NA
"","Arctic Seas","green",-21.649375,60.2905190000001,18.250625,84.9
"Russia","Onezhsky Bay, White Sea","red",NA,NA,NA,NA
"Russia","Onezhsky Bay, White Sea","green",35.7657100000001,61.84788,36.0397100000001,62.12188
"Denmark","Koge Bugt","red",12.08333,55.25,12.58333,55.75
"Denmark","Koge Bugt","green",-7.66666999999995,35.5000000000001,32.33333,75.5000000000001
"Denmark","Limfjord","red",8.91667,56.66667,9.41667,57.16667
"Denmark","Limfjord","green",7.47593405400002,53.381300779,12.631934054,58.537300779
"Denmark","Sonderborg Bugt","red",9.44501,54.74159,9.94501,55.24159
"Denmark","Sonderborg Bugt","green",-10.2051999999999,34.8763200000001,29.7948000000001,74.8763200000001
"Norway","Tromsø (Nov 1998- Mar 1999)","red",NA,NA,NA,NA
"Norway","Tromsø (Nov 1998- Mar 1999)","green",18.21906,68.9143900000001,19.69306,70.38839
"Germany","Boreal, demersal.","red",NA,NA,NA,NA
"Germany","Boreal, demersal.","green",6.15127793200007,46.8696310490001,14.6332779320001,55.3516310490001
"Canada","Arctic Canada","red",-85.28294,72.75598,-84.78294,73.25598
"Canada","Arctic Canada","green",-0.975299999999946,38.51302,-0.653299999999946,38.83502
"NA","Western North Atlantic","red",-84.11518,34.94509,-83.61518,35.44509
"NA","Western North Atlantic","green",-123.309484037849,43.9307654660528,-123.057484037849,44.1827654660528
"India","Off Kakinada","red",NA,NA,NA,NA
"India","Off Kakinada","green",82.0506700000001,16.7673300000001,82.3826700000001,17.0993300000001
"Antarctica","Weddell Sea","red",-83.8836525203527,-83.477589610353,-20.1348086731799,-70.9644711298226
"Antarctica","Weddell Sea","green",-60.9949999999999,-84.9,-29.0049999999999,-57.0049999999999
"Japan","Seto Inland Sea, 1977-78","red",NA,NA,NA,NA
"Japan","Seto Inland Sea, 1977-78","green",136.836026782,34.9757415490001,137.332026782,35.4717415490001
"Bermuda","Not specified","red",NA,NA,NA,NA
"Bermuda","Not specified","green",-64.991041837,32.0858177320001,-64.5490418369999,32.5278177320001
"NA","Polar","red",-99.16877,75.41827,-98.66877,75.91827
"NA","Polar","green",16.968317313902,-23.4431575367059,17.220317313902,-23.1911575367059
"S. Georg. Sandw.","in tank experiments","red",NA,NA,NA,NA
"S. Georg. Sandw.","in tank experiments","green",70.1742800000001,32.0166800000001,70.58428,32.42668
"South Orkney Is.","South Orkney Is","red",NA,NA,NA,NA
"South Orkney Is.","South Orkney Is","green",-94.4659521016281,36.3526974065123,-94.2139521016281,36.6046974065123
"S. Georg. Sandw.","South Sandwich Islands","red",NA,NA,NA,NA
"S. Georg. Sandw.","South Sandwich Islands","green",-41.4999999999999,-72.7499999999999,-11.4999999999999,-42.7499999999999
"Terre Adélie","Terre Adélie","red",138.7413,-60.24856,139.2413,-59.74856
"Terre Adélie","Terre Adélie","green",136.4913,-62.4985599999999,141.4913,-57.4985599999999
"Crozet Is.","Crozet Is","red",NA,NA,NA,NA
"Crozet Is.","Crozet Is","green",36.0000000000001,-61.41667,66.0000000000001,-31.41667
"S. Georg. Sandw.","South Georgia Island, February-March 1965","red",NA,NA,NA,NA
"S. Georg. Sandw.","South Georgia Island, February-March 1965","green",4.53347900000004,52.375909,4.78947900000004,52.6319090000001
"South Orkney Is.","South Orkney and South Shetland islands, February-March 1965","red",NA,NA,NA,NA
"South Orkney Is.","South Orkney and South Shetland islands, February-March 1965","green",-2.87788999999993,58.8019800000001,-2.60788999999993,59.0719800000001
"Italy","Strait of Messina","red",15.3911,37.99681,15.8911,38.49681
"Italy","Strait of Messina","green",0.641100000000051,23.24681,30.6411000000001,53.24681
"Peru","Callao","red",-77.3120976114146,-12.2044922298822,-76.9518944863112,-11.6942773546398
"Peru","Callao","green",-77.29724,-12.17974,-76.93924,-11.82174
"Canada","British Columbia and Alberta.","red",NA,NA,NA,NA
"Canada","British Columbia and Alberta.","green",-122.3334045,49.035798,-122.0814045,49.287798
"Canada","Cowichan River, Vancouver Island, British Columbia","red",NA,NA,NA,NA
"Canada","Cowichan River, Vancouver Island, British Columbia","green",-130.83633,46.03288,-122.83633,54.03288
"","Flathead River of British Columbia, Alberta and Montana.","red",NA,NA,NA,NA
"","Flathead River of British Columbia, Alberta and Montana.","green",-118.46867,44.9999500000001,-110.46867,52.9999500000001
"Canada","Sheep River, Alberta","red",-114.10197,50.48342,-113.60197,50.98342
"Canada","Sheep River, Alberta","green",-117.85197,46.7334200000001,-109.85197,54.7334200000001
"USA","Upper Missouri River drainage","red",NA,NA,NA,NA
"USA","Upper Missouri River drainage","green",-110.79668,47.69446,-110.53668,47.95446
"Korea (South)","Nak-dong river","red",NA,NA,NA,NA
"Korea (South)","Nak-dong river","green",124.95889,31.1313900000001,132.95889,39.1313900000001
"Japan","Not specified","red",NA,NA,NA,NA
"Japan","Not specified","green",128.179495,25.563226998,150.363495,47.747226998
"Alaska","Not specified.","red",NA,NA,NA,NA
"Alaska","Not specified.","green",-169.996157815,45.816087898,-132.012157815,83.8000878980001
"","Yukon River","red",-132.67959,61.72172,-132.17959,62.22172
"","Yukon River","green",-145.00459,60.6827500000001,-137.00459,68.6827500000001
"","Korea","red",124.609708786479,33.1137120723136,131.872205583533,38.5933891092225
"","Korea","green",125.27,34.7700000000001,129.73,39.2300000000001
"Russia","rivers of western Kamchatka","red",NA,NA,NA,NA
"Russia","rivers of western Kamchatka","green",158.50062,52.22135,166.50062,60.22135
"Alaska","spring fed tributaries of the Yukon system from the Bonasilia River to at least as far upstream as the Tanana","red",NA,NA,NA,NA
"Alaska","spring fed tributaries of the Yukon system from the Bonasilia River to at least as far upstream as the Tanana","green",-152.27629,64.9714600000001,-151.87629,65.3714600000001
"USA","Washington State","red",-124.754093,45.543541,-116.916071,49.002432
"USA","Washington State","green",-123.379263187,44.5882518430001,-117.733263187,50.2342518430001
"Canada","Lardeau River, British Columbia","red",-117.2022,49.99988,-116.7022,50.49988
"Canada","Lardeau River, British Columbia","green",-120.9522,46.2498800000001,-112.9522,54.2498800000001
"Australia","New South Wales, Victoria, Tasmania, and Western Australia","red",NA,NA,NA,NA
"Australia","New South Wales, Victoria, Tasmania, and Western Australia","green",115.53273,-33.46733,115.80273,-33.19733
"","Northern hemisphere","red",-61.89855,44.85015,-61.39855,45.35015
"","Northern hemisphere","green",-81.4354499999999,28.3014600000001,-81.17545,28.5614600000001
"Hawaii","Not specified.","red",NA,NA,NA,NA
"Hawaii","Not specified.","green",-166.19163193,13.191542579,-149.69563193,29.687542579
"Japan","Lake Saiko, Yamanashi Prefecture","red",138.43694,35.24902,138.93694,35.74902
"Japan","Lake Saiko, Yamanashi Prefecture","green",138.509281277,35.3357846350001,138.833281277,35.6597846350001
"Japan","Lake Tazawa","red",140.41667,39.46667,140.91667,39.96667
"Japan","Lake Tazawa","green",129.824734801,32.613712869,131.824734801,34.613712869
"Canada","Boulter Lake, Ontario","red",-78.1793678779999,45.1778146440001,-77.9205591119999,45.4366242240001
"Canada","Boulter Lake, Ontario","green",-79.96629,45.0834100000001,-77.96629,47.0834100000001
"Alaska","Copper River","red",-145.21083,60.13861,-144.71083,60.63861
"Alaska","Copper River","green",-158.51833,55.5269400000001,-150.51833,63.5269400000001
"Canada","Kootenay Lake, British Columbia","red",-116.959809102,49.2489038950001,-116.65464681,50.1795178940001
"Canada","Kootenay Lake, British Columbia","green",-117.83548,48.6666200000001,-115.83548,50.6666200000001
"Russia","Amur River, Siberia","red",NA,NA,NA,NA
"Russia","Amur River, Siberia","green",99.8700000000001,59.8700000000001,100.13,60.1300000000001
"Alaska","Kuskokwim River","red",-162.58389,59.83306,-162.08389,60.33306
"Alaska","Kuskokwim River","green",-166.33389,56.08306,-158.33389,64.08306
"Russia","Moochka River, Murman area, 1960","red",NA,NA,NA,NA
"Russia","Moochka River, Murman area, 1960","green",12.425206216,55.5592700000001,12.677206216,55.8112700000001
"Korea (South)","to be filled","red",NA,NA,NA,NA
"Korea (South)","to be filled","green",116.28528,25.5961100000001,136.28528,45.5961100000001
"","Ulika river","red",NA,NA,NA,NA
"","Ulika river","green",130.22108,44.7781900000001,138.22108,52.7781900000001
"","Yukon","red",-141.018073158,59.9999999870001,-123.789324836,69.6474552750001
"","Yukon","green",-142.232713608,56.929127691,-128.802713608,70.3591276910001
"Canada","Fraser River, British Columbia","red",-122.96964,53.23322,-122.46964,53.73322
"Canada","Fraser River, British Columbia","green",-127.18594,45.11636,-119.18594,53.11636
"USA","Freshwater population, New Hampshire","red",NA,NA,NA,NA
"USA","Freshwater population, New Hampshire","green",-71.6081398945061,42.6135273106941,-71.3561398945061,42.8655273106941
"Alaska","Not stated","red",NA,NA,NA,NA
"Alaska","Not stated","green",-160.08928,53.91128,-139.91128,74.08928
"Canada","Vancouver Island, British Columbia","red",-129.430136028274,48.2245267646225,-123.007286781759,51.0000547946996
"Canada","Vancouver Island, British Columbia","green",-135.44939,39.6506400000001,-115.44939,59.6506400000001
"","Yukon drainage","red",NA,NA,NA,NA
"","Yukon drainage","green",-97.91176,35.3323000000001,-97.56376,35.6803000000001
"Brazil","Ceará (1970-1972)","red",NA,NA,NA,NA
"Brazil","Ceará (1970-1972)","green",-38.78506,-3.95921999999994,-38.30106,-3.47521999999994
"Senegal","Off Sénégal","red",NA,NA,NA,NA
"Senegal","Off Sénégal","green",-17.101259561,11.7210325680001,-11.817259561,17.0050325680001
"Nicaragua","Lake Moyua, 1962","red",NA,NA,NA,NA
"Nicaragua","Lake Moyua, 1962","green",-87.0657899999999,11.5918600000001,-85.0657899999999,13.5918600000001
"South Africa","Lake Sibaya","red",32.44127,-27.60261,32.94127,-27.10261
"South Africa","Lake Sibaya","green",31.69127,-28.35261,33.69127,-26.35261
"Sri Lanka","Parakrama Samudra reservoir, February 1978 - January 1979","red",NA,NA,NA,NA
"Sri Lanka","Parakrama Samudra reservoir, February 1978 - January 1979","green",79.9786100000001,6.90750000000003,81.9786100000001,8.90750000000003
"Hong Kong","Plover Cove Reservoir","red",114.00824,22.22603,114.50824,22.72603
"Hong Kong","Plover Cove Reservoir","green",114.0087777,22.2265640000001,114.5087777,22.7265640000001
"Sri Lanka","Various reservoirs","red",NA,NA,NA,NA
"Sri Lanka","Various reservoirs","green",92.7797200000001,25.74115,93.1337200000001,26.09515
"Sri Lanka","Various reservoirs, 1982-1983","red",NA,NA,NA,NA
"Sri Lanka","Various reservoirs, 1982-1983","green",92.7797200000001,25.74115,93.1337200000001,26.09515
"Canada","Miramichi River","red",-66.08206,46.7001,-65.58206,47.2001
"Canada","Miramichi River","green",-69.3654299999999,43.0834100000001,-61.3654299999999,51.0834100000001
"Kuwait","Kuwait waters","red",NA,NA,NA,NA
"Kuwait","Kuwait waters","green",47.7434200000001,29.14521,48.1994200000001,29.60121
"Laos","Ban Hang Khone","red",NA,NA,NA,NA
"Laos","Ban Hang Khone","green",105.715,13.93167,105.985,14.20167
"Laos","Khoum Pa Tong/Peo Ta","red",NA,NA,NA,NA
"Laos","Khoum Pa Tong/Peo Ta","green",99.7330574650001,14.4604982790001,107.803057465,22.5304982790001
"Laos","Veun Hat Phou","red",NA,NA,NA,NA
"Laos","Veun Hat Phou","green",103.33874,18.301,104.33874,19.301
"Laos","Veun Louk","red",NA,NA,NA,NA
"Laos","Veun Louk","green",99.7330574650001,14.4604982790001,107.803057465,22.5304982790001
"Laos","Veun Phou That","red",NA,NA,NA,NA
"Laos","Veun Phou That","green",102.71452,18.2972800000001,103.71452,19.2972800000001
"Laos","Veun Te/Veun Va","red",NA,NA,NA,NA
"Laos","Veun Te/Veun Va","green",99.7330574650001,14.4604982790001,107.803057465,22.5304982790001
"Laos","Veun Tholathi","red",NA,NA,NA,NA
"Laos","Veun Tholathi","green",99.7330574650001,14.4604982790001,107.803057465,22.5304982790001
"Thailand","aquaculture ponds","red",NA,NA,NA,NA
"Thailand","aquaculture ponds","green",100.488475539306,7.03531592087368,100.740475539306,7.28731592087368
"Marshall Is.","Choptop Reef, Enewetak Atoll","red",NA,NA,NA,NA
"Marshall Is.","Choptop Reef, Enewetak Atoll","green",162.088,11.3380000000001,162.412,11.6620000000001
"UK","Atlantic continental slope, off British Isles","red",NA,NA,NA,NA
"UK","Atlantic continental slope, off British Isles","green",-2.76332999999995,49.3050000000001,-2.49332999999995,49.5750000000001
"Canary Is.","Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94","red",NA,NA,NA,NA
"Canary Is.","Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94","green",7.20703120300005,46.0643850000001,7.49503120300005,46.3523850000001
"","North West African coast.","red",NA,NA,NA,NA
"","North West African coast.","green",23.233385286,-28.552838525,27.805385286,-23.980838525
"Morocco","Morocco","red",-13.1722970399999,27.6672694750001,-0.996975780999946,35.922341095
"Morocco","Morocco","green",-12.8159999999999,24.1840000000001,2.81600000000006,39.8160000000001
"Greece","Crete, 1991","red",NA,NA,NA,NA
"Greece","Crete, 1991","green",23.90216997,34.286066512,25.78816997,36.172066512
"Senegal","Dakar and Takoradi","red",NA,NA,NA,NA
"Senegal","Dakar and Takoradi","green",-17.62761,14.47827,-17.24561,14.86027
"","eastern Atlantic and Mediterranean seas","red",NA,NA,NA,NA
"","eastern Atlantic and Mediterranean seas","green",-74.5553001324815,39.240890111466,-74.3033001324815,39.492890111466
"Croatia","Istria","red",13.5014754570001,44.7724063170001,14.2346844351752,45.514225566
"Croatia","Istria","green",4.00000000000006,35.0000000000001,24.0000000000001,55.0000000000001
"","North Adriatic","red",-72.06035,41.99926,-71.56035,42.49926
"","North Adriatic","green",14.169,45.1961900000001,14.429,45.4561900000001
"Greece","Patraikos Gulf","red",21.25,38,21.75,38.5
"Greece","Patraikos Gulf","green",21.5654400000001,38.0754400000001,21.9034400000001,38.4134400000001
"Ghana","Takoradi and Dakar","red",NA,NA,NA,NA
"Ghana","Takoradi and Dakar","green",-1.88693999999993,4.75330000000007,-1.61693999999993,5.02330000000007
"","Not stated","red",NA,NA,NA,NA
"","Not stated","green",1.34826000000003,43.5529200000001,1.60826000000003,43.8129200000001
"New Zealand","northern coasts","red",NA,NA,NA,NA
"New Zealand","northern coasts","green",164.4834325,-50.147233564,179.9,-34.427233564
"Australia","Shark Bay ( bay area)","red",113.16667,-26.38333,113.66667,-25.88333
"Australia","Shark Bay ( bay area)","green",110.6062,-31.3563,150.6062,8.64370000000002
"Australia","Shark Bay (ocean side)","red",NA,NA,NA,NA
"Australia","Shark Bay (ocean side)","green",113.6159322,-26.2516167109999,114.4139322,-25.4536167109999
"Australia","South Australian gulfs (northern coasts)","red",NA,NA,NA,NA
"Australia","South Australian gulfs (northern coasts)","green",136.937855423375,-35.8037052669028,137.189855423375,-35.5517052669029
"Australia","South Australian gulfs (southern coasts)","red",NA,NA,NA,NA
"Australia","South Australian gulfs (southern coasts)","green",138.324886316938,-35.4116587774593,138.576886316938,-35.1596587774593
"Australia","Southeast Queensland (Moreton Bay)","red",NA,NA,NA,NA
"Australia","Southeast Queensland (Moreton Bay)","green",151.92937,-28.1073099999999,153.92937,-26.1073099999999
"New Zealand","southern coasts","red",NA,NA,NA,NA
"New Zealand","southern coasts","green",164.4834325,-50.147233564,179.9,-34.427233564
"Australia","Sydney, New South Wales","red",150.92722,-34.19611,151.42722,-33.69611
"Australia","Sydney, New South Wales","green",150.87791,-34.1985999999999,151.53591,-33.5405999999999
"NA","eastern Atlantic and Mediterranean seas","red",NA,NA,NA,NA
"NA","eastern Atlantic and Mediterranean seas","green",-74.5553001324815,39.240890111466,-74.3033001324815,39.492890111466
"Senegal","northern coast","red",NA,NA,NA,NA
"Senegal","northern coast","green",-17.101259561,11.7210325680001,-11.817259561,17.0050325680001
"Oman","Arabian Sea coast, April 2005-March 2007","red",NA,NA,NA,NA
"Oman","Arabian Sea coast, April 2005-March 2007","green",19.3443010000001,41.1790500000001,19.6343010000001,41.4690500000001
"South Africa","Agulhas Bank","red",20.75,-35.75,21.25,-35.25
"South Africa","Agulhas Bank","green",19.8831000000001,-34.95597,20.1431000000001,-34.69597
"South Africa","Eastern Cape coast","red",28.75,-32.25,29.25,-31.75
"South Africa","Eastern Cape coast","green",23.5285670030001,-35.073586743,29.3665670030001,-29.235586743
"","eastern Atlantic","red",-15.25,46.75,-14.75,47.25
"","eastern Atlantic","green",-74.5885699999999,39.2199400000001,-74.32857,39.4799400000001
"Canary Is.","Tenerife and Gran Canaria, 1985-86; 1991-93","red",NA,NA,NA,NA
"Canary Is.","Tenerife and Gran Canaria, 1985-86; 1991-93","green",7.37228550000003,45.8901187650001,7.74228550000003,46.2601187650001
"Australia","not specified","red",NA,NA,NA,NA
"Australia","not specified","green",111.547031198,-48.64693157,157.421031198,-2.77293156999998
"India","Chandipur","red",82.82256,26.17866,83.32256,26.67866
"India","Chandipur","green",87.6576,21.8911,88.0576000000001,22.2911
"Kuwait","coastal water of Kuwait","red",NA,NA,NA,NA
"Kuwait","coastal water of Kuwait","green",47.7434200000001,29.14521,48.1994200000001,29.60121
"Antarctica","South Georgia, 1967","red",NA,NA,NA,NA
"Antarctica","South Georgia, 1967","green",-63.8333299999999,-65.1166699999999,-63.3333299999999,-64.6166699999999
"USA","Indian River, FL, Indian River, FL (neotype)","red",NA,NA,NA,NA
"USA","Indian River, FL, Indian River, FL (neotype)","green",-80.822129873,27.478396501,-80.390129873,27.910396501
"USA","Off Maine","red",-68.06059,45.94774,-67.56059,46.44774
"USA","Off Maine","green",-70.818890793729,43.3432372556103,-70.566890793729,43.5952372556103
"Japan","Ishikari Bay, Hokkaido, Japan.","red",141.04561,42.9609,141.54561,43.4609
"Japan","Ishikari Bay, Hokkaido, Japan.","green",136.195480318,38.230174344,146.195480318,48.230174344
"Brazil","Paraná, 1999-2000","red",NA,NA,NA,NA
"Brazil","Paraná, 1999-2000","green",-60.6398904458296,-31.855868288478,-60.3878904458296,-31.6038682884779
"Brazil","Rio Grande do Sul, 1990-2000","red",NA,NA,NA,NA
"Brazil","Rio Grande do Sul, 1990-2000","green",-51.28948,-29.90257,-51.02948,-29.64257
"Brazil","Rio Grande do Sul, 1997-1998","red",NA,NA,NA,NA
"Brazil","Rio Grande do Sul, 1997-1998","green",-52.3151339703344,-32.3380880670614,-52.0631339703344,-32.0860880670614
"Peru","Paita, Santa Rosa and Callao","red",NA,NA,NA,NA
"Peru","Paita, Santa Rosa and Callao","green",-77.25316,-11.98732,-76.98316,-11.71732
"Philippines","Lingayen Gulf, 1978-79","red",NA,NA,NA,NA
"Philippines","Lingayen Gulf, 1978-79","green",100.23477,-3.75159999999994,140.23477,36.2484000000001
"Canada","Baynes Sound, British Columbia","red",-125.01641,49.23229,-124.51641,49.73229
"Canada","Baynes Sound, British Columbia","green",-139.7528,34.4829300000001,-109.7528,64.4829300000001
"Jordan","Aqaba (Sept 1982-Aug 1983)","red",NA,NA,NA,NA
"Jordan","Aqaba (Sept 1982-Aug 1983)","green",34.68792,29.21302,35.32592,29.85102
"Viet Nam","Nha Trang Bay (2008-2010)","red",NA,NA,NA,NA
"Viet Nam","Nha Trang Bay (2008-2010)","green",109.01833,12.0850000000001,109.34833,12.4150000000001
"NA","Channel (western part)","red",NA,NA,NA,NA
"NA","Channel (western part)","green",114,19.6666700000001,144,49.6666700000001
"NA","Israel, Lebanon, and Mediterranean coast of Sinai","red",NA,NA,NA,NA
"NA","Israel, Lebanon, and Mediterranean coast of Sinai","green",-77.66833,0.681670000000045,-77.39833,0.951670000000045
"Brazil","Paraná coast (Mar 1999-Jan 2000)","red",NA,NA,NA,NA
"Brazil","Paraná coast (Mar 1999-Jan 2000)","green",-60.6398904458296,-31.855868288478,-60.3878904458296,-31.6038682884779
"India","Karwar region","red",NA,NA,NA,NA
"India","Karwar region","green",73.93253,14.61632,74.33653,15.02032
"India","Andhra Pradesh, 2007-2011","red",NA,NA,NA,NA
"India","Andhra Pradesh, 2007-2011","green",92.5033590940001,25.8767816520001,96.8173590940001,30.1907816520001
"Japan","Ariake Sound (Sept 2001-Aug 2002)","red",NA,NA,NA,NA
"Japan","Ariake Sound (Sept 2001-Aug 2002)","green",16.05524,48.329027367,16.41524,48.689027367
"Brazil","Rio Drande do Sul, 1980-1983","red",NA,NA,NA,NA
"Brazil","Rio Drande do Sul, 1980-1983","green",-56.981172358,-33.348003376,-49.671172358,-26.038003376
"Sierra Leone","Congotown, Freetown (July 1992-April 1993)","red",NA,NA,NA,NA
"Sierra Leone","Congotown, Freetown (July 1992-April 1993)","green",-13.38589,8.34805000000005,-13.11589,8.61805000000005
"NA","Canada (from at least 56°N) to Florida, USA","red",NA,NA,NA,NA
"NA","Canada (from at least 56°N) to Florida, USA","green",-80.368799611383,25.7215384471257,-80.116799611383,25.9735384471257
"UK No Ireld","western Ireland","red",NA,NA,NA,NA
"UK No Ireld","western Ireland","green",-0.481979999999974,51.9249800000001,-0.211979999999974,52.1949800000001
"USA","north of Cape Cod to Florida, and northeastern Gulf of Mexico","red",NA,NA,NA,NA
"USA","north of Cape Cod to Florida, and northeastern Gulf of Mexico","green",-92.0592499999999,39.00063,-91.7152499999999,39.34463
"USA","New Jersey and Virginia","red",NA,NA,NA,NA
"USA","New Jersey and Virginia","green",-76.4151677055186,36.7593294411037,-76.1631677055186,37.0113294411037
"NA","west Indian submarine ridge, 1980-92","red",NA,NA,NA,NA
"NA","west Indian submarine ridge, 1980-92","green",4.24529077100004,50.78675,4.62529077100004,51.16675
"Brazil","Pará, 2005-2006","red",NA,NA,NA,NA
"Brazil","Pará, 2005-2006","green",-48.5818360335407,-1.37682074687852,-48.3298360335407,-1.12482074687853
"Brazil","Pará, 2007-2008","red",NA,NA,NA,NA
"Brazil","Pará, 2007-2008","green",-48.581835514873,-1.3768201717754,-48.329835514873,-1.1248201717754
"","Arkona and Bornholm basin","red",NA,NA,NA,NA
"","Arkona and Bornholm basin","green",85.46783,24.8897000000001,85.73783,25.1597000000001
"Germany","German Bight; also western Baltic","red",NA,NA,NA,NA
"Germany","German Bight; also western Baltic","green",6.26200000000006,47.2620000000001,14.7380000000001,55.7380000000001
"Poland","Gulf of Gdansk, 1959","red",NA,NA,NA,NA
"Poland","Gulf of Gdansk, 1959","green",18.47819,54.1801400000001,18.82419,54.5261400000001
"","Off Kola Peninsula","red",NA,NA,NA,NA
"","Off Kola Peninsula","green",27.55087,57.2994800000001,47.55087,77.2994800000001
