SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
926,"Papua New Guinea",Labridae,Halichoeres,marginatus,"dusky wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
927,"Papua New Guinea",Scaridae,Chlorurus,bleekeri,"Bleeker's parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
928,"Papua New Guinea",Labridae,Epibulus,insidiator,"Slingjaw wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May October November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
929,"Papua New Guinea",Labridae,Gomphosus,varius,"bird wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
930,"Papua New Guinea",Labridae,Halichoeres,hortulanus,"checkerboard wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April October November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
931,"Papua New Guinea",Mullidae,Parupeneus,trifasciatus,"Doublebar goatfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
934,"Papua New Guinea",Labridae,Thalassoma,jansenii,"Jansen's wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
936,"Papua New Guinea",Acanthuridae,Zebrasoma,scopas,"Twotone tang","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May October December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
937,"Papua New Guinea",Pomacanthidae,Pygoplites,diacanthus,"regal angelfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
938,"Papua New Guinea",Labridae,Epibulus,insidiator,"Slingjaw wrasse",Unknown,Unknown,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May October November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
939,"Papua New Guinea",Labridae,Gomphosus,varius,"bird wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
940,"Papua New Guinea",Labridae,Halichoeres,hortulanus,"checkerboard wrasse","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April October November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
941,"Papua New Guinea",Ostraciidae,Ostracion,meleagris,"whitespotted boxfish","Pair Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
942,"Papua New Guinea",Mullidae,Parupeneus,barberinus,"dash-and-dot goatfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
943,"Papua New Guinea",Mullidae,Parupeneus,trifasciatus,"Doublebar goatfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
944,"Papua New Guinea",Scaridae,Scarus,dimidiatus,"yellow barred parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
945,"Papua New Guinea",Scaridae,Scarus,niger,"dusky parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
946,"Papua New Guinea",Scaridae,Scarus,oviceps,"dark capped parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
947,"Papua New Guinea",Scaridae,Scarus,psittacus,"Common parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
949,"Papua New Guinea",Scaridae,Scarus,schlegeli,"yellowband parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
950,"Papua New Guinea",Scaridae,Scarus,spinus,"greensnout parrotfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
951,"Papua New Guinea",Labridae,Stethojulis,trilineata,"three lined rainbowfish","Pair Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
577,"Papua New Guinea",Serranidae,Epinephelus,fuscoguttatus,"Brown-marbled grouper","Pair Spawning",Transient,,"High seasonal landings
Multiple gravid females",Increasing,"Third quarter
","March April May June July August ","High coral cover; Sand; Reef promontory (point)","Marine Protected Area","Hook and Line
Trap
Spear","Hamilton RJ, Potuku T and Montambault  JR, 2011, Community-based conservation results in the recovery of reef fish spawning aggregations in the Coral Triangle.; Hamilton, R., M. Matawai and T. Potuku., 2004, Spawning Aggregations of Coral Reef Fish in New Ireland and Manus Provinces, Papua New Guinea: Local Knowledge Field Survey Report, TNC Pacific Island Countries Report No. 4/04."
580,"Papua New Guinea",Serranidae,Epinephelus,polyphekadion,"Camouflage grouper","Pair Spawning",Transient,,"High seasonal landings
Multiple gravid females",Increasing,"New moon
","July August September October ","High coral cover; Reef promontory (point)","Marine Protected Area","Hook and Line
Spear","Hamilton RJ, Potuku T and Montambault  JR, 2011, Community-based conservation results in the recovery of reef fish spawning aggregations in the Coral Triangle.; Hamilton, R., M. Matawai and T. Potuku., 2004, Spawning Aggregations of Coral Reef Fish in New Ireland and Manus Provinces, Papua New Guinea: Local Knowledge Field Survey Report, TNC Pacific Island Countries Report No. 4/04."
594,"Papua New Guinea",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper","Pair Spawning",Transient,,"Courtship
Multiple gravid females
Colour changes associated with spawning",Decreasing,"Third quarter
","January February March April May June July August September October November December ","Low relief living reef; Sand; Other",None,Spear,"Hamilton R.J. and Kama W., 2004, Spawning Aggregations of Coral Reef Fish in Roviana Lagoon, Western Province, Solomon Islands: Local Knowledge Field Survey Report"
636,"Papua New Guinea",Lethrinidae,Lethrinus,erythropterus,Kolangindrou,"Group Spawning",Transient,"Hydrated eggs
Spawning observation","Multiple gravid females",Decreasing,"New moon
Third quarter
",,Other,None,Spear,"Hamilton R.J. and Kama W., 2004, Spawning Aggregations of Coral Reef Fish in Roviana Lagoon, Western Province, Solomon Islands: Local Knowledge Field Survey Report"
642,"Papua New Guinea",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper","Pair Spawning",Transient,Unspecified,"Courtship
Multiple gravid females
Colour changes associated with spawning",Decreasing,"Third quarter
","January February March April May June July August September October November December ","Low relief living reef; Reef promontory (point); Sand",None,Spear,"Hamilton R.J. and Kama W., 2004, Spawning Aggregations of Coral Reef Fish in Roviana Lagoon, Western Province, Solomon Islands: Local Knowledge Field Survey Report"
647,"Papua New Guinea",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper","Pair Spawning",Transient,"Spawning observation","Courtship
Colour changes associated with spawning",Decreasing,"Third quarter
","January February March April May June July August September October November December ","Low relief living reef; Reef channel (pass); Sand channels",None,Spear,"Hamilton, R., M. Matawai and T. Potuku., 2004, Spawning Aggregations of Coral Reef Fish in New Ireland and Manus Provinces, Papua New Guinea: Local Knowledge Field Survey Report, TNC Pacific Island Countries Report No. 4/04."
892,"Papua New Guinea",Acanthuridae,Acanthurus,lineatus,"Lined surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Low relief living reef; High coral cover",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
635,"Papua New Guinea",Lethrinidae,Lethrinus,erythropterus,Kolangindrou,"Group Spawning",Transient,,"Multiple gravid females",Same,"Third quarter
","March April May ","Outer reef slope",None,Spear,"Hamilton, R., M. Matawai and T. Potuku., 2004, Spawning Aggregations of Coral Reef Fish in New Ireland and Manus Provinces, Papua New Guinea: Local Knowledge Field Survey Report, TNC Pacific Island Countries Report No. 4/04."
641,"Papua New Guinea",Haemulidae,Plectorhinchus,chrysotaenia,"Yellow-striped sweetlips ","Group Spawning",Transient,"Spawning observation","Courtship
High seasonal landings",Same,"Full moon
","January February March April May June July August September October November December ",Other,None,Spear,"Hamilton, R., M. Matawai and T. Potuku., 2004, Spawning Aggregations of Coral Reef Fish in New Ireland and Manus Provinces, Papua New Guinea: Local Knowledge Field Survey Report, TNC Pacific Island Countries Report No. 4/04."
895,"Papua New Guinea",Acanthuridae,Acanthurus,nigrofuscus,"Brown surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May September November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
897,"Papua New Guinea",Acanthuridae,Acanthurus,nigrofuscus,"Brown surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May September November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
898,"Papua New Guinea",Acanthuridae,Acanthurus,nigrofuscus,"Brown surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May September November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
900,"Papua New Guinea",Acanthuridae,Acanthurus,triostegus,"Convict surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
901,"Papua New Guinea",Acanthuridae,Acanthurus,nigrofuscus,"Brown surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","March April May September November December ","Reef promontory (point)","Marine Protected Area",,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
902,"Papua New Guinea",Acanthuridae,Acanthurus,triostegus,"Convict surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,,,"Reef promontory (point)","Marine Protected Area",,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
912,"Papua New Guinea",Acanthuridae,Ctenochaetus,striatus,"Striated surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July September October November December ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
913,"Papua New Guinea",Acanthuridae,Ctenochaetus,striatus,"Striated surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July September October November December ","Reef promontory (point)",None,,"Claydon, John, 2005, The structure and dynamics of spawning aggregations of coral reef fish, PhD Thesis, James Cook University"
914,"Papua New Guinea",Labridae,Thalassoma,amblycephalum,"Bluntheaded wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
915,"Papua New Guinea",Labridae,Thalassoma,amblycephalum,"Bluntheaded wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
916,"Papua New Guinea",Labridae,Thalassoma,hardwicke,"Sixbar wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March July October November ",,,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
922,"Papua New Guinea",Acanthuridae,Ctenochaetus,striatus,"Striated surgeonfish","Group Spawning",Resident,"Spawning observation","Courtship
Colour changes associated with spawning
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May July September October November ","Reef promontory (point)",None,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
924,"Papua New Guinea",Labridae,Thalassoma,amblycephalum,"Bluntheaded wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March May July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
932,"Papua New Guinea",Scaridae,Scarus,quoyi,"Quoy's parrotfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
933,"Papua New Guinea",Labridae,Stethojulis,trilineata,"three lined rainbowfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April July October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
935,"Papua New Guinea",Labridae,Thalassoma,lunare,"moon wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March May July October ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
948,"Papua New Guinea",Scaridae,Scarus,quoyi,"Quoy's parrotfish","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March April May October November December ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
952,"Papua New Guinea",Labridae,Thalassoma,hardwicke,"Sixbar wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March July October November ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
953,"Papua New Guinea",Labridae,Thalassoma,lunare,"moon wrasse","Group Spawning",Resident,"Spawning observation","Courtship
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
First quarter
Full moon
Third quarter
","February March July October November ","Reef promontory (point)",,,"Claydon JAB, McCormick MI, Jones GP, 2014, Multispecies spawning sites for fishes on a low-latitude coral reef: spatial and temporal patterns., Journal of Fish Biology 84(4):1136-1163"
538,Peru,Engraulidae,"Engraulis ",ringens,Anchovy,"Group Spawning",Transient,"In water egg collection
Postovulatory follicles
Spawning observation
Hydrated eggs","GSI
High seasonal landings
Multiple gravid females
Mature gonads
Significant increase in numbers observed (eg > 3x)",Unknown,,"February March August September ","Pelagic; Abyssal plain",,"Purse seine","Orensanz, J. M. & Seijo, J. C. , 2013, Rights-based management in Latin American fisheries., FAO Fisheries and Aquaculture Technical Paper, No. 582. Rome, FAO. 136 pp."
552,Philippines,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Significant increase in numbers observed (eg > 3x)",Unknown,"New moon
","March ","Shallow coastal; Macroalgae","Marine Protected Area",Spear,"Jose Ingles, 0, pers. comm."
766,Portugal,Carangidae,Pseudocaranx,dentex,"white trevally",Unknown,Unknown,"Hydrated eggs","High seasonal landings
Multiple gravid females",Unknown,,"June July August September ","Reef flat","Marine Protected Area",,"Afonso P, Fontes J, Holland KN, Santos RS , 2009, Multi-scale patterns of habitat use in a highly mobile reef fish, the white trevally Pseudocaranx dentex, and their implications for marine reserve design., Mar Ecol Prog Ser 381:273-286"
75,"Puerto Rico",Labridae,Clepticus,parrae,"Creole wrasse",Unknown,Unknown,"Spawning observation",Courtship,Unknown,"New moon
First quarter
Full moon
Third quarter
","January February March April May June July August September October November December ","Drop-off (shelf edge); Low relief living reef",None,Unknown,"Colin P.L. and Claivjo I.E., 1988, Spawning activity of fishes producing pelagic eggs on a shelf edge reef, southwestern Puerto Rico., Bull. Mar. Sci. 43(2):249-279."
152,"Puerto Rico",Acanthuridae,Acanthurus,bahianus,"Ocean surgeon",Unknown,Resident,"Spawning observation",Courtship,Unknown,"New moon
First quarter
Full moon
Third quarter
","January February March December ","Drop-off (shelf edge); Low relief living reef",None,"Not exploited","Colin, P. L. , 1996, Longevity of some coral reef fish spawning aggregations., Copeia 1996(1): 189-192.; Colin P.L. and Claivjo I.E., 1988, Spawning activity of fishes producing pelagic eggs on a shelf edge reef, southwestern Puerto Rico., Bull. Mar. Sci. 43(2):249-279."
128,"Puerto Rico",Acanthuridae,Acanthurus,coeruleus,"Blue tang surgeonfish",Unknown,Resident,"Spawning observation",Courtship,Unknown,,"January February March April May June July August September October November December ","Low relief living reef; Drop-off (shelf edge)",None,"Not exploited","Colin, P. L. , 1996, Longevity of some coral reef fish spawning aggregations., Copeia 1996(1): 189-192.; Colin P.L. and Claivjo I.E., 1988, Spawning activity of fishes producing pelagic eggs on a shelf edge reef, southwestern Puerto Rico., Bull. Mar. Sci. 43(2):249-279."
163,"Puerto Rico",Serranidae,Epinephelus,adscensionis,"Rock hind",Unknown,Transient,Unspecified,"Multiple gravid females
Colour changes associated with spawning",Unknown,"Full moon
","January ","Low relief living reef; Drop-off (shelf edge)",Unknown,"Hook and Line","Colin P.L.,  Shapiro D.Y.and Weiler D., 1987, Aspects of the reproduction of two groupers, Epinephelus guttatus and Epinephelus striatus in the West Indies., Bulletin of Marine Science 40(2):220-230."
283,"Puerto Rico",Serranidae,Mycteroperca,tigris,"Tiger grouper",Unknown,Transient,"Spawning observation","Colour changes associated with spawning",Unknown,"Full moon
","January February March April ","Outer reef slope",Unknown,Unknown,"White D.B., Wyanski D.M., B.M. Eleby, CG Lilyestrom, 2002, Tiger grouper (Mycteroperca tigris): Profile of a spawning aggregation., Bulletin of Marine Science 70(1): 233-240.; Sadovy, Y., P. L. Colin and M. L. Domeier, 1994, Aggregation and spawning in the tiger grouper, Mycteroperca tigris (Pisces Serranidae)., Copeia 1994 (2): 511-516."
303,"Puerto Rico",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
351,"Puerto Rico",Scaridae,Scarus,iseri,"Striped parrotfish",Unknown,Resident,"Spawning observation",Courtship,Same,"New moon
First quarter
Full moon
Third quarter
","January December ","Low relief living reef; Drop-off (shelf edge)",Unknown,Unknown,"Colin, P. L. , 1996, Longevity of some coral reef fish spawning aggregations., Copeia 1996(1): 189-192.; Colin P.L. and Claivjo I.E., 1988, Spawning activity of fishes producing pelagic eggs on a shelf edge reef, southwestern Puerto Rico., Bull. Mar. Sci. 43(2):249-279."
348,"Puerto Rico",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
141,"Puerto Rico",Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Transient,"Spawning observation",Courtship,Unknown,"Full moon
","January February ","Drop-off (shelf edge); Low relief living reef",Unknown,"Hook and Line","Colin P.L.,  Shapiro D.Y.and Weiler D., 1987, Aspects of the reproduction of two groupers, Epinephelus guttatus and Epinephelus striatus in the West Indies., Bulletin of Marine Science 40(2):220-230."
767,"Puerto Rico",Serranidae,Mycteroperca,tigris,"Tiger grouper",Unknown,Transient,"Hydrated eggs","Colour changes associated with spawning",Decreasing,,"February March ","Reef promontory (point); Low relief living reef",,"Hook and Line","Matos-Caraballo D, Posada JM, Luckhurst BE, 2006, Fishery-dependent evaluation of a spawning aggregation of tiger grouper (Mycteroperca tigris) at Vieques Island, Puerto Rico., Bull Mar Sci 79:1-16"
829,"Puerto Rico",Labridae,Lachnolaimus,maximus,Hogfish,Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,"January February March April December ",Other,,,"Rielinger D.M., 1999, Spawning Aggregations in the Gulf of Mexico, South Atlantic & Caribbean., Reefkeeper International internal report. No more details"
